recipe_id,recipe_name,servings,prep_time,difficulty_level,seasonality,ingredient_name,quantity,unit,necessity_level,substitution
108,أنغينار بدجاج,4,متوسط,متوسط,الصيف,بطاطا,800,غرام,اختياري,
108,أنغينار بدجاج,4,متوسط,متوسط,الصيف,دجاج,500,غرام,إلزامي,
108,أنغينار بدجاج,4,متوسط,متوسط,الصيف,بهارات,16,غرام,إلزامي,
108,أنغينار بدجاج,4,متوسط,متوسط,الصيف,رز,400,غرام,إلزامي,
108,أنغينار بدجاج,4,متوسط,متوسط,الصيف,شعيرية,50,غرام,إلزامي,
109,كشكة,4,قليل,مبتدئ,الشتاء,كشكة,400,غرام,إلزامي,
109,كشكة,4,قليل,مبتدئ,الشتاء,زيت زيتون,50,غرام,إلزامي,
109,كشكة,4,قليل,مبتدئ,الشتاء,بصل,100,غرام,اختياري,
110,سلطة تونة,4,قليل,مبتدئ,مدار السنة,تونة,640,غرام,إلزامي,
110,سلطة تونة,4,قليل,مبتدئ,مدار السنة,معكرونة,300,غرام,اختياري,
110,سلطة تونة,4,قليل,مبتدئ,مدار السنة,ذرة,100,غرام,اختياري,
110,سلطة تونة,4,قليل,مبتدئ,مدار السنة,ليمون,50,غرام,إلزامي,
111,منزلة ببطاطا,4,متوسط,مبتدئ,مدار السنة,بطاطا,800,غرام,إلزامي,
111,منزلة ببطاطا,4,متوسط,مبتدئ,مدار السنة,لحم مفروم,200,غرام,اختياري,
111,منزلة ببطاطا,4,متوسط,مبتدئ,مدار السنة,معجون بندورة,30,غرام,إلزامي,
111,منزلة ببطاطا,4,متوسط,مبتدئ,مدار السنة,كزبرة خضرا,50,غرام,اختياري,
111,منزلة ببطاطا,4,متوسط,مبتدئ,مدار السنة,ثوم,20,غرام,اختياري,
111,منزلة ببطاطا,4,متوسط,مبتدئ,مدار السنة,برغل,400,غرام,إلزامي,
111,منزلة ببطاطا,4,متوسط,مبتدئ,مدار السنة,شعيرية,50,غرام,إلزامي,
112,شيش بالفخارة,4,طويل,متوسط,مدار السنة,شرحات دجاج,1000,غرام,إلزامي,
112,شيش بالفخارة,4,طويل,متوسط,مدار السنة,بطاطا,200,غرام,إلزامي,
112,شيش بالفخارة,4,طويل,متوسط,مدار السنة,فطر,150,غرام,إلزامي,
112,شيش بالفخارة,4,طويل,متوسط,مدار السنة,حليب,1000,غرام,إلزامي,
112,شيش بالفخارة,4,طويل,متوسط,مدار السنة,طحين,40,غرام,إلزامي,
112,شيش بالفخارة,4,طويل,متوسط,مدار السنة,زيت نباتي,500,غرام,إلزامي,
112,شيش بالفخارة,4,طويل,متوسط,مدار السنة,ذرة,40,غرام,اختياري,
112,شيش بالفخارة,4,طويل,متوسط,مدار السنة,جبنة قشقوان,200,غرام,إلزامي,
113,فتوتشيني ألفريدو بالدجاج,4,متوسط,متوسط,مدار السنة,معكرونة,400,غرام,إلزامي,
113,فتوتشيني ألفريدو بالدجاج,4,متوسط,متوسط,مدار السنة,شرحات دجاج,500,غرام,إلزامي,
113,فتوتشيني ألفريدو بالدجاج,4,متوسط,متوسط,مدار السنة,كريمة طبخ,500,غرام,إلزامي,
113,فتوتشيني ألفريدو بالدجاج,4,متوسط,متوسط,مدار السنة,جبنة قشقوان,200,غرام,إلزامي,
113,فتوتشيني ألفريدو بالدجاج,4,متوسط,متوسط,مدار السنة,بهارات,8,غرام,إلزامي,
114,دجاج بالكريمة,4,متوسط,متوسط,مدار السنة,شرحات دجاج,500,غرام,إلزامي,
114,دجاج بالكريمة,4,متوسط,متوسط,مدار السنة,كريمة طبخ,900,غرام,إلزامي,
114,دجاج بالكريمة,4,متوسط,متوسط,مدار السنة,ذرة,200,غرام,اختياري,
114,دجاج بالكريمة,4,متوسط,متوسط,مدار السنة,بهارات,10,غرام,إلزامي,
114,دجاج بالكريمة,4,متوسط,متوسط,مدار السنة,رز,500,غرام,إلزامي,
115,دجاج بالكاجو,4,متوسط,متوسط,مدار السنة,شرحات دجاج,500,غرام,إلزامي,
115,دجاج بالكاجو,4,متوسط,متوسط,مدار السنة,كريمة طبخ,900,غرام,إلزامي,
115,دجاج بالكاجو,4,متوسط,متوسط,مدار السنة,كاجو,200,غرام,إلزامي,
115,دجاج بالكاجو,4,متوسط,متوسط,مدار السنة,بهارات,10,غرام,إلزامي,
115,دجاج بالكاجو,4,متوسط,متوسط,مدار السنة,رز,500,غرام,إلزامي,
